2.0572, 1
4.0572, 2
6.0572, 3
8.0572, 4
10.0572, 3
16.0572, 2
20.0572, 3
22.0572, 4
24.0572, 5
26.0572, 6
28.0572, 7
38.0572, 6
40.0572, 5
42.0572, 4
44.0572, 3
46.0572, 2
48.0572, 3
50.0572, 4
52.0572, 5
54.0572, 6
56.0572, 7
74.0572, 6
76.0572, 5
78.0572, 4
80.0572, 3
82.0572, 2
84.0572, 1
92.0572, 2
94.0572, 3
96.0572, 4
98.0572, 5
100.057, 6
102.057, 7
104.057, 8
106.057, 7
108.057, 6
110.057, 5
112.057, 4
116.057, 5
118.057, 6
120.057, 7
128.057, 6
130.057, 5
132.057, 4
134.057, 3
136.057, 2
138.057, 1
140.057, 0
150.057, 1
152.057, 2
154.057, 3
156.057, 4
158.057, 5
168.057, 6
188.057, 7
190.057, 8
196.057, 7
198.057, 6
200.057, 5
202.057, 4
204.057, 3
222.057, 4
224.057, 5
226.057, 6
228.057, 7
230.057, 8
244.057, 7
246.057, 6
248.057, 5
250.057, 4
258.057, 5
262.057, 6
264.057, 7
266.057, 8
272.057, 7
274.057, 6
276.057, 5
300.057, 4
302.057, 3
334.057, 4
336.057, 5
356.057, 4
358.057, 3
360.057, 2
378.057, 3
380.057, 4
382.057, 5
384.057, 6
386.057, 7
388.057, 8
390.057, 9
402.057, 8
404.057, 7
416.057, 6
418.057, 5
420.057, 4
422.057, 3
424.057, 2
426.057, 1
428.057, 0
440.057, 1
442.057, 2
444.057, 3
452.057, 4
454.057, 5
458.057, 6
460.057, 7
462.057, 8
472.057, 7
474.057, 6
476.057, 5
478.057, 4
480.057, 3
484.057, 4
486.057, 5
488.057, 6
490.057, 7
492.057, 8
494.057, 7
496.057, 6
498.057, 5
500.057, 4
502.057, 3
504.057, 2
508.057, 3
510.057, 4
512.057, 5
514.057, 4
516.057, 3
518.057, 2
532.057, 3
534.057, 4
536.057, 5
538.057, 6
540.057, 7
542.057, 8
544.057, 9
556.057, 8
558.057, 7
560.057, 6
562.057, 5
564.057, 4
566.057, 3
568.057, 2
570.057, 1
578.057, 2
580.057, 3
582.057, 4
584.057, 5
592.057, 4
594.057, 3
596.057, 2
600.057, 3
602.057, 4
604.057, 5
606.057, 6
608.057, 7
610.057, 8
618.057, 7
620.057, 6
622.057, 5
628.057, 6
634.057, 5
636.057, 4
638.057, 3
640.057, 2
642.057, 1
644.057, 0
662.057, 1
664.057, 2
680.057, 3
682.057, 4
684.057, 5
686.057, 6
688.057, 7
690.057, 8
704.057, 7
706.057, 6
708.057, 5
710.057, 4
712.057, 3
714.057, 2
716.057, 1
720.057, 2
722.057, 3
732.057, 4
742.057, 5
744.057, 6
746.057, 7
748.057, 8
766.057, 9
784.057, 8
786.057, 7
788.057, 6
790.057, 5
792.057, 4
806.057, 3
810.057, 4
812.057, 5
814.057, 6
816.057, 7
822.057, 8
840.057, 7
842.057, 6
844.057, 5
846.057, 4
848.057, 3
860.057, 4
862.057, 5
864.057, 6
866.057, 7
868.057, 8
870.057, 9
882.057, 8
884.057, 7
886.057, 6
888.057, 5
890.057, 4
902.057, 5
904.057, 6
910.057, 7
912.057, 8
916.057, 7
922.057, 6
930.057, 5
932.057, 4
934.057, 3
936.057, 2
938.057, 1
942.057, 2
944.057, 3
960.057, 2
976.057, 1
978.057, 0
986.057, 1
988.057, 2
990.057, 3
994.057, 4
996.057, 5
998.057, 6
