2.09424, 1
4.09424, 2
6.09424, 3
8.09424, 4
12.0572, 6
14.0572, 5
18.0572, 4
30.0572, 5
32.0572, 6
34.0572, 7
36.0572, 8
58.0572, 7
60.0572, 6
62.0572, 5
64.0572, 4
66.0572, 3
68.0572, 2
70.0572, 1
72.0572, 0
86.0572, 1
88.0572, 2
90.0572, 3
114.057, 4
122.057, 5
124.057, 6
126.057, 7
142.057, 6
144.057, 5
146.057, 4
148.057, 3
160.057, 4
162.057, 5
164.057, 6
166.057, 7
170.057, 6
172.057, 5
174.057, 4
176.057, 3
178.057, 2
180.057, 3
182.057, 4
184.057, 5
186.057, 6
192.057, 7
194.057, 8
206.057, 7
208.057, 6
210.057, 5
212.057, 4
214.057, 3
216.057, 2
218.057, 1
220.057, 0
232.057, 1
234.057, 2
236.057, 3
238.057, 4
240.057, 5
242.057, 6
252.057, 5
254.057, 4
256.057, 3
260.057, 4
268.057, 3
270.057, 4
278.057, 5
280.057, 6
282.057, 7
284.057, 8
286.057, 7
288.057, 6
290.057, 5
292.057, 4
294.057, 3
296.057, 2
298.057, 1
304.057, 2
306.057, 3
308.057, 4
310.057, 5
312.057, 6
314.057, 7
316.057, 8
318.057, 7
320.057, 6
322.057, 5
324.057, 4
326.057, 3
328.057, 2
330.057, 1
332.057, 0
338.057, 1
340.057, 2
342.057, 3
344.057, 4
346.057, 5
348.057, 6
350.057, 7
352.057, 8
354.057, 9
362.057, 8
364.057, 7
366.057, 6
368.057, 5
370.057, 4
372.057, 3
374.057, 2
376.057, 1
392.057, 2
394.057, 3
396.057, 4
398.057, 5
400.057, 6
406.057, 5
408.057, 4
410.057, 3
412.057, 2
414.057, 1
430.057, 2
432.057, 3
434.057, 4
436.057, 5
438.057, 6
446.057, 5
448.057, 4
450.057, 3
456.057, 4
464.057, 5
466.057, 6
468.057, 7
470.057, 8
482.057, 7
506.057, 8
520.057, 7
522.057, 6
524.057, 5
526.057, 4
528.057, 3
530.057, 2
546.057, 3
548.057, 4
550.057, 5
552.057, 6
554.057, 7
572.057, 6
574.057, 5
576.057, 4
586.057, 3
588.057, 2
590.057, 1
598.057, 2
612.057, 3
614.057, 4
616.057, 5
624.057, 4
626.057, 3
630.057, 2
632.057, 1
646.057, 2
648.057, 3
650.057, 4
652.057, 5
654.057, 6
656.057, 7
658.057, 8
660.057, 9
666.057, 8
668.057, 7
670.057, 6
672.057, 5
674.057, 4
676.057, 3
678.057, 2
692.057, 3
694.057, 4
696.057, 5
698.057, 6
700.057, 7
702.057, 8
718.057, 9
724.057, 8
726.057, 7
728.057, 6
730.057, 5
734.057, 4
736.057, 3
738.057, 2
740.057, 1
750.057, 2
752.057, 3
754.057, 4
756.057, 5
758.057, 6
760.057, 7
762.057, 8
764.057, 9
768.057, 8
770.057, 7
772.057, 6
774.057, 5
776.057, 4
778.057, 3
780.057, 2
782.057, 1
794.057, 2
796.057, 3
798.057, 4
800.057, 5
802.057, 6
804.057, 7
808.057, 6
818.057, 7
820.057, 8
824.057, 7
826.057, 6
828.057, 5
830.057, 4
832.057, 3
834.057, 2
836.057, 1
838.057, 0
850.057, 1
852.057, 2
854.057, 3
856.057, 4
858.057, 5
872.057, 4
874.057, 3
876.057, 2
878.057, 1
880.057, 0
892.057, 1
894.057, 2
896.057, 3
898.057, 4
900.057, 5
906.057, 4
908.057, 3
914.057, 4
918.057, 5
920.057, 6
924.057, 7
926.057, 8
928.057, 9
940.057, 8
946.057, 7
948.057, 6
950.057, 5
952.057, 4
954.057, 3
956.057, 2
958.057, 1
962.057, 2
964.057, 3
966.057, 4
968.057, 5
970.057, 6
972.057, 7
974.057, 6
980.057, 7
982.057, 8
984.057, 9
992.057, 8
