2.05046, 1
4.05046, 2
6.05046, 3
8.05046, 4
10.0505, 5
12.0505, 6
14.0505, 7
16.0505, 6
18.0505, 5
20.0505, 4
22.0505, 5
24.0505, 6
26.0505, 7
28.0505, 8
30.0505, 9
32.0505, 8
34.0505, 7
36.0505, 6
38.0505, 5
40.0505, 4
42.0505, 3
44.0505, 2
46.0505, 1
48.0505, 2
50.0505, 3
52.0505, 4
54.0505, 5
56.0505, 6
58.0505, 7
60.0505, 6
62.0505, 5
64.0505, 4
66.0505, 5
68.0505, 6
70.0505, 5
72.0505, 4
74.0505, 3
76.0505, 2
78.0505, 1
80.0505, 0
82.0505, 1
84.0505, 2
86.0505, 3
88.0505, 4
90.0505, 5
92.0505, 6
94.0505, 7
96.0505, 8
98.0505, 7
100.05, 6
102.05, 5
104.05, 4
106.05, 3
108.05, 4
110.05, 5
112.05, 6
114.05, 7
116.05, 8
118.05, 7
120.05, 6
122.05, 5
124.05, 4
126.05, 3
128.05, 2
130.05, 1
132.05, 2
134.05, 3
136.05, 4
138.05, 5
140.05, 6
142.05, 7
144.05, 8
146.05, 9
148.05, 8
150.05, 7
152.05, 6
154.05, 5
156.05, 4
158.05, 5
160.05, 6
162.05, 7
164.05, 8
166.05, 9
168.05, 8
170.05, 7
172.05, 6
174.05, 5
176.05, 4
178.05, 5
180.05, 6
182.05, 7
184.05, 8
186.05, 9
188.05, 8
190.05, 7
192.05, 6
194.05, 7
196.05, 8
198.05, 9
200.05, 8
202.05, 7
204.05, 6
206.05, 5
208.05, 4
210.05, 3
212.05, 2
214.05, 1
216.05, 2
218.05, 3
220.05, 4
222.05, 5
224.05, 6
226.05, 5
228.05, 4
230.05, 3
232.05, 2
234.05, 1
236.05, 0
238.05, 1
240.05, 2
242.05, 3
244.05, 4
246.05, 5
248.05, 6
250.05, 5
252.05, 4
254.05, 3
256.05, 4
258.05, 5
260.05, 6
262.05, 5
264.05, 4
266.05, 3
268.05, 4
270.05, 5
272.05, 6
274.05, 5
276.05, 4
278.05, 3
280.05, 2
282.05, 1
284.05, 0
286.05, 1
288.05, 2
290.05, 3
292.05, 4
294.05, 5
296.05, 4
298.05, 3
300.05, 2
302.05, 3
304.05, 4
306.05, 5
308.05, 6
310.05, 5
312.05, 4
314.05, 3
316.05, 2
318.05, 1
320.05, 0
322.05, 1
324.05, 2
326.05, 3
328.05, 4
330.05, 5
332.05, 4
334.05, 3
336.05, 4
338.05, 5
340.05, 6
342.05, 7
344.05, 8
346.05, 9
348.05, 8
350.05, 7
352.05, 6
354.05, 5
356.05, 4
358.05, 3
360.05, 2
362.05, 1
364.05, 0
366.05, 1
368.05, 2
370.05, 3
372.05, 4
374.05, 5
376.05, 6
378.05, 7
380.05, 8
382.05, 7
384.05, 6
386.05, 5
388.05, 4
390.05, 3
392.05, 2
394.05, 3
396.05, 4
398.05, 5
400.05, 6
